locale,service_url,primary_keyword,secondary_keywords,schema_type,canonical,internal_links,content_requirements,priority_score,service_mapping,service_slug,city_slug
de-de,https://nrlc.ai/de-de/services/contextual-seo-ai/kazo/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/de-de/services/contextual-seo-ai/kazo/,"/de-de/services/crawl-clarity/ | /de-de/services/json-ld-strategy/ | /de-de/services/llm-seeding/ | /de-de/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,contextual-seo-ai,kazo
en-us,https://nrlc.ai/en-us/services/entity-optimization-ai/hiroshima/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-us/services/entity-optimization-ai/hiroshima/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,entity-optimization-ai,hiroshima
en-us,https://nrlc.ai/en-us/services/json-ld-strategy/middlesbrough/,"schema markup kansas","schema markup jacksonville",Service,https://nrlc.ai/en-us/services/json-ld-strategy/middlesbrough/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'schema markup kansas' in H1 and first paragraph; Reference secondary keywords: 'schema markup jacksonville' in body content; Include schema markup examples; Reference JSON-LD implementation",2.5,structured_data_engineering,json-ld-strategy,middlesbrough
en-us,https://nrlc.ai/en-us/services/topic-modeling-ai/el-paso/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-us/services/topic-modeling-ai/el-paso/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,topic-modeling-ai,el-paso
fr-fr,https://nrlc.ai/fr-fr/services/perplexity-optimization/manchester/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/fr-fr/services/perplexity-optimization/manchester/,"/fr-fr/services/crawl-clarity/ | /fr-fr/services/json-ld-strategy/ | /fr-fr/services/llm-seeding/ | /fr-fr/services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,perplexity-optimization,manchester
ko-kr,https://nrlc.ai/ko-kr/services/json-ld-strategy/atlanta/,"schema markup kansas","schema markup jacksonville",Service,https://nrlc.ai/ko-kr/services/json-ld-strategy/atlanta/,"/ko-kr/services/crawl-clarity/ | /ko-kr/services/json-ld-strategy/ | /ko-kr/services/llm-seeding/ | /ko-kr/services/ai-overview-optimization/","Include primary keyword: 'schema markup kansas' in H1 and first paragraph; Reference secondary keywords: 'schema markup jacksonville' in body content; Include schema markup examples; Reference JSON-LD implementation",2.5,structured_data_engineering,json-ld-strategy,atlanta
en-us,https://nrlc.ai/services/ai-citation-optimization/boston/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/services/ai-citation-optimization/boston/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,ai-citation-optimization,boston
en-us,https://nrlc.ai/services/crawl-clarity/san-francisco/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/services/crawl-clarity/san-francisco/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,crawl-clarity,san-francisco
en-us,https://nrlc.ai/services/metadata-optimization-ai/boston/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/services/metadata-optimization-ai/boston/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,metadata-optimization-ai,boston
en-us,https://nrlc.ai/en-us/services/local-seo-ai/boston/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-us/services/local-seo-ai/boston/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,local-seo-ai,boston
de-de,https://nrlc.ai/de-de/services/content-optimization-ai/san-antonio/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/de-de/services/content-optimization-ai/san-antonio/,"/de-de/services/crawl-clarity/ | /de-de/services/json-ld-strategy/ | /de-de/services/llm-seeding/ | /de-de/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,content-optimization-ai,san-antonio
en-us,https://nrlc.ai/en-us/services/perplexity-optimization/san-jose/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/en-us/services/perplexity-optimization/san-jose/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,perplexity-optimization,san-jose
en-us,https://nrlc.ai/en-us/services/topic-modeling-ai/shizuoka/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-us/services/topic-modeling-ai/shizuoka/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,topic-modeling-ai,shizuoka
en-us,https://nrlc.ai/services/content-optimization-ai/milwaukee/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/services/content-optimization-ai/milwaukee/,"/services/crawl-clarity/ | /services/json-ld-strategy/ | /services/llm-seeding/ | /services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,content-optimization-ai,milwaukee
en-us,https://nrlc.ai/en-us/services/semantic-seo-ai/fort-worth/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-us/services/semantic-seo-ai/fort-worth/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,semantic-seo-ai,fort-worth
de-de,https://nrlc.ai/de-de/services/llm-optimization/sheffield/,"copilot seo tracker","perplexity optimisation services, generative engine optimisation glasgow, llm seeding, ongoing llm seo techniques",Service,https://nrlc.ai/de-de/services/llm-optimization/sheffield/,"/de-de/services/crawl-clarity/ | /de-de/services/json-ld-strategy/ | /de-de/services/llm-seeding/ | /de-de/services/ai-overview-optimization/","Include primary keyword: 'copilot seo tracker' in H1 and first paragraph; Reference secondary keywords: 'perplexity optimisation services', 'generative engine optimisation glasgow' in body content; Include LLM citation optimization strategies; Reference AI Overviews optimization",1.6,llm_strategy,llm-optimization,sheffield
en-us,https://nrlc.ai/en-us/services/competitor-analysis-ai/houston/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/en-us/services/competitor-analysis-ai/houston/,"/en-us/services/crawl-clarity/ | /en-us/services/json-ld-strategy/ | /en-us/services/llm-seeding/ | /en-us/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,competitor-analysis-ai,houston
fr-fr,https://nrlc.ai/fr-fr/services/voice-search-optimization/manchester/,"open source seo software","open source seo tools, open source seo platform, seo services oshawa, seo service windsor",Service,https://nrlc.ai/fr-fr/services/voice-search-optimization/manchester/,"/fr-fr/services/crawl-clarity/ | /fr-fr/services/json-ld-strategy/ | /fr-fr/services/llm-seeding/ | /fr-fr/services/ai-overview-optimization/","Include primary keyword: 'open source seo software' in H1 and first paragraph; Reference secondary keywords: 'open source seo tools', 'open source seo platform' in body content; Include technical SEO audit elements; Reference crawl clarity",1,ai_seo,voice-search-optimization,manchester
